"","INDEX","TARGET_FLAG","TARGET_AMT","KIDSDRIV","AGE","HOMEKIDS","YOJ","INCOME","PARENT1","HOME_VAL","MSTATUS","SEX","EDUCATION","JOB","TRAVTIME","CAR_USE","BLUEBOOK","TIF","CAR_TYPE","RED_CAR","OLDCLAIM","CLM_FREQ","REVOKED","MVR_PTS","CAR_AGE","URBANICITY"
"483",483,1,NA,1,34,1,8,1681,1,1268,1,2,4,7,14,1,1275,3,2,2,48,3,1,5,2,2
"484",484,1,NA,1,29,1,15,497,1,488,2,2,2,2,46,1,307,6,3,2,1,1,1,1,8,2
"485",485,1,NA,1,21,1,1,1,1,1,1,1,2,9,36,2,3,3,4,1,615,3,1,8,7,2
"486",486,1,NA,1,19,3,13,1086,1,587,2,1,2,2,29,1,460,1,4,1,354,3,1,2,2,2
"487",487,1,NA,1,24,2,11,1667,2,1,1,1,1,7,29,2,707,8,1,1,1,1,2,2,2,2
"488",488,1,NA,1,26,1,10,658,1,126,1,1,1,3,33,2,377,3,5,1,246,2,1,6,11,2
"489",489,1,NA,1,24,4,13,755,1,521,2,1,2,3,22,2,1244,1,1,1,258,3,1,5,13,2
"490",490,1,NA,3,28,3,11,1113,2,1,1,1,1,3,39,2,673,1,1,1,211,4,1,6,5,2
"491",491,1,NA,2,22,3,13,611,2,520,1,1,2,3,16,2,275,8,5,1,1,1,1,4,7,2
"492",492,0,NA,1,26,1,12,776,1,530,2,1,2,8,32,2,937,5,1,1,1,1,1,1,2,2
"493",493,1,NA,1,19,1,10,448,1,618,2,2,4,4,47,2,228,3,1,2,521,4,1,1,15,2
"494",494,1,NA,3,22,3,14,1030,1,674,2,1,2,8,1,1,784,9,3,1,1,1,1,1,8,2
"495",495,1,NA,1,28,1,14,1493,1,1206,2,2,3,7,39,1,1252,3,2,2,1,1,1,4,2,2
"496",496,1,NA,1,29,1,8,1196,1,1,1,1,3,5,52,2,562,3,5,1,1,1,2,4,20,2
"497",497,1,NA,2,34,2,9,1489,1,981,2,2,2,2,1,1,481,1,1,2,605,2,1,1,12,2
"498",498,0,NA,1,38,1,13,804,1,1,1,2,1,3,25,1,277,5,3,1,1,1,1,1,5,1
"499",499,1,NA,1,34,1,15,537,1,1,1,2,3,1,20,1,343,6,3,2,630,4,1,3,20,2
"500",500,1,NA,2,21,2,10,1446,2,1,1,2,1,8,22,2,744,5,1,2,165,5,1,1,12,2
"501",501,1,NA,1,26,2,13,1120,1,756,2,1,3,1,17,1,1219,1,2,1,629,4,1,2,16,2
"502",502,1,NA,1,33,1,1,1,1,1,1,1,2,5,4,2,129,6,5,1,1,1,1,1,2,2
"503",503,1,NA,1,12,4,14,289,2,1,1,1,2,9,5,1,148,6,5,1,793,2,2,3,2,2
"504",504,0,NA,1,23,3,12,1179,2,1,1,2,1,8,1,2,701,2,1,2,1,1,1,1,2,2
"505",505,1,NA,3,26,4,13,829,2,773,1,1,3,6,35,2,1057,9,3,1,370,5,1,6,14,2
"506",506,0,NA,1,35,1,1,1,1,334,2,2,2,9,58,2,159,3,3,2,1,1,1,3,2,1
"507",507,1,NA,1,34,1,9,727,1,508,2,1,1,2,36,1,415,1,1,1,273,5,1,4,7,2
"508",508,1,NA,1,31,1,10,155,1,225,2,1,2,3,15,2,727,1,5,1,1,1,1,1,2,2
"509",509,1,NA,2,26,3,13,1285,2,1093,1,1,2,2,27,1,865,6,5,1,89,3,1,3,9,1
"510",510,1,NA,2,27,3,13,1008,1,697,2,1,1,8,5,2,512,5,5,1,537,2,1,6,11,2
"511",511,0,NA,1,29,1,13,1617,1,1266,2,1,4,7,23,1,967,5,3,1,1,1,1,1,10,2
"512",512,1,NA,1,17,2,11,1167,1,880,2,1,1,7,37,2,1,12,5,1,426,3,1,9,14,2
"513",513,1,NA,2,20,4,7,385,2,1,1,1,2,3,33,2,1021,11,1,1,1,1,1,1,6,2
"514",514,0,NA,1,11,3,12,100,1,114,2,2,2,3,19,2,112,1,1,1,1,1,1,1,2,1
"515",515,1,NA,1,28,1,12,1607,1,1,1,1,3,6,41,2,1215,5,3,1,1,1,1,3,13,2
"516",516,0,NA,1,34,1,12,1130,1,1,1,2,1,7,10,2,567,1,1,1,1,1,1,3,9,2
"517",517,1,NA,1,20,3,12,523,1,377,2,2,2,3,28,1,1039,5,2,2,569,5,1,6,7,2
"518",518,1,NA,3,27,3,14,1685,2,1319,1,1,3,6,12,2,99,10,4,1,806,2,1,9,19,2
"519",519,1,NA,1,30,1,8,1084,1,1,1,2,2,8,39,1,1115,9,2,2,1,1,1,1,2,2
"520",520,1,NA,1,32,1,11,624,1,1,1,2,2,2,24,1,965,5,6,2,519,3,1,1,2,2
"521",521,0,NA,1,28,2,10,799,1,446,2,2,2,3,47,2,728,1,1,2,1,1,1,2,7,2
"522",522,0,NA,1,27,1,1,1,1,1,1,1,4,5,22,2,1031,10,1,1,1,1,1,2,16,2
"523",523,1,NA,1,32,1,14,1408,1,942,2,2,1,8,72,1,1234,5,2,1,1,1,1,3,10,2
"524",524,1,NA,1,18,1,6,548,1,375,1,2,3,8,25,2,394,1,1,2,633,3,1,4,10,2
"525",525,1,NA,1,24,1,12,884,1,535,1,2,1,7,50,2,408,1,1,1,424,2,1,2,14,2
"526",526,0,NA,1,39,2,14,779,1,625,2,2,1,7,34,2,642,1,1,2,1,1,1,1,10,2
"527",527,0,NA,1,34,1,13,905,1,855,2,2,3,6,9,2,555,9,1,1,1,1,1,3,14,2
"528",528,0,NA,1,24,2,13,1682,1,1271,2,2,4,1,58,1,1017,3,6,1,1,1,1,1,12,1
"529",529,0,NA,1,21,5,20,412,1,272,2,1,2,3,11,2,981,9,1,1,1,1,1,1,5,1
"530",530,1,NA,1,34,1,15,1475,1,1190,2,1,2,2,29,1,1139,16,1,1,113,2,1,4,2,2
"531",531,0,NA,1,45,1,12,489,1,665,2,1,3,6,8,2,954,1,1,1,442,2,1,4,13,1
"532",532,1,NA,1,30,1,9,1628,1,1,1,1,3,6,24,2,458,1,5,1,1,1,1,1,23,2
"533",533,1,NA,1,30,1,10,930,1,449,1,1,1,2,10,1,980,1,1,1,1,1,1,2,9,2
"534",534,1,NA,1,36,1,12,1369,1,961,2,2,2,2,1,1,881,12,6,1,700,2,2,4,9,2
"535",535,0,NA,1,30,1,13,962,1,987,2,2,1,8,20,2,595,9,1,1,1,1,1,1,11,2
"536",536,1,NA,1,36,1,9,1641,1,1289,2,2,1,8,39,1,917,1,6,1,1,1,1,1,10,2
"537",537,1,NA,1,38,1,13,628,1,1,1,1,3,6,20,2,369,6,1,1,1,1,2,1,10,2
"538",538,0,NA,1,24,1,8,549,1,465,2,1,1,5,40,2,296,3,5,1,1,1,1,1,12,1
"539",539,1,NA,1,39,1,14,1539,1,1,1,2,4,6,6,2,764,6,6,1,1,1,1,3,11,2
"540",540,0,NA,1,21,1,8,1393,1,996,2,1,1,7,16,2,870,9,5,1,1,1,1,1,15,2
"541",541,0,NA,1,39,1,13,1700,1,1343,2,1,3,6,7,2,1365,5,3,1,1,1,1,4,16,2
"542",542,0,NA,1,24,1,1,1,1,1,1,1,2,5,36,2,507,3,5,1,1,1,1,1,2,1
"543",543,1,NA,1,37,1,13,619,1,1,1,1,3,6,30,2,392,1,5,1,342,3,1,1,16,2
"544",544,1,NA,1,14,2,9,403,2,233,1,2,1,3,43,2,57,9,1,1,110,2,1,5,10,2
"545",545,0,NA,1,44,1,15,1782,1,1373,2,2,2,2,38,1,1242,1,1,1,1,1,1,1,10,1
"546",546,0,NA,1,35,1,15,67,1,1,2,2,2,9,16,2,24,1,1,1,475,3,1,1,8,2
"547",547,0,NA,1,22,1,11,1531,1,1,1,2,3,6,20,2,1256,3,1,2,1,1,1,1,17,2
"548",548,1,NA,1,46,1,16,639,1,1,1,2,2,2,18,1,713,1,5,1,454,4,1,9,10,2
"549",549,1,NA,1,36,1,13,1140,1,1,1,2,1,2,19,1,856,1,6,2,1,1,1,4,2,2
"550",550,0,NA,1,24,1,1,1,1,1,2,1,2,5,45,2,92,6,5,1,830,4,1,1,8,1
"551",551,0,NA,1,22,3,13,524,2,1,1,2,2,3,40,2,77,1,3,2,1,1,1,1,11,1
"552",552,0,NA,4,28,4,15,859,1,799,2,2,1,3,18,1,1041,1,2,2,1,1,1,1,10,1
"553",553,0,NA,1,37,1,12,1680,1,1335,2,1,3,6,34,2,675,14,5,1,1,1,1,1,2,2
"554",554,1,NA,1,18,1,13,917,1,1,1,2,2,2,29,2,235,1,3,1,1,1,1,3,2,2
"555",555,0,NA,1,36,1,10,396,1,1,1,1,3,7,13,2,693,16,1,1,1,1,2,1,16,2
"556",556,0,NA,1,30,1,13,312,1,296,2,2,2,3,60,1,247,1,3,2,1,1,1,1,11,1
"557",557,1,NA,1,23,1,15,314,1,187,2,1,2,3,46,2,669,1,5,1,374,3,1,1,2,2
"558",558,0,NA,1,37,1,1,1,1,1,1,1,2,9,25,2,763,1,5,1,1,1,1,1,2,1
"559",559,1,NA,2,26,3,14,1264,1,931,2,2,2,2,29,1,988,1,6,2,1,1,1,1,4,2
"560",560,1,NA,1,27,3,16,122,1,200,2,1,2,3,26,2,398,3,3,2,58,3,1,1,2,2
"561",561,0,NA,1,13,3,13,1466,1,1136,2,1,3,1,5,2,401,6,5,1,1,1,1,1,16,2
"562",562,1,NA,1,33,1,1,1,1,62,2,1,1,5,40,2,1,10,4,1,734,3,1,1,2,2
"563",563,1,NA,1,20,3,13,519,1,281,2,1,2,3,42,2,510,1,5,1,1,1,1,2,2,2
"564",564,1,NA,1,35,1,12,1017,1,682,1,2,3,6,46,2,11,8,1,2,612,5,1,1,21,2
"565",565,1,NA,3,43,3,10,77,1,403,2,1,1,5,59,2,379,1,1,1,20,5,1,1,9,2
"566",566,1,NA,1,27,1,11,973,1,728,2,2,1,7,21,1,880,5,6,2,128,2,1,1,5,2
"567",567,1,NA,3,25,3,9,900,2,1,1,1,2,2,33,1,916,1,4,1,1,1,2,3,2,2
"568",568,1,NA,2,21,3,13,517,1,271,2,2,2,2,30,2,254,1,3,2,1,1,1,1,2,2
"569",569,1,NA,1,21,2,8,710,2,668,1,1,1,8,26,2,634,9,4,1,678,4,1,3,14,2
"570",570,1,NA,1,17,2,10,541,2,494,1,1,3,6,45,2,242,7,5,1,820,4,2,2,2,2
"571",571,0,NA,1,37,1,1,1,1,44,2,1,2,5,29,2,554,6,1,1,1,1,1,1,9,2
"572",572,0,NA,1,30,1,14,209,1,1,2,2,2,9,14,1,151,5,1,2,1,1,1,1,2,2
"573",573,1,NA,1,33,1,10,1100,1,1,1,2,3,7,1,1,236,1,3,2,1,1,1,4,14,2
"574",574,0,NA,1,28,2,14,1040,1,868,2,2,1,8,39,2,611,5,1,1,1,1,1,1,11,2
"575",575,1,NA,1,30,1,10,1506,1,1076,2,1,1,7,43,2,276,1,5,1,1,1,1,2,3,2
"576",576,0,NA,1,28,1,11,953,1,626,2,1,1,5,44,2,1197,12,1,1,1,1,1,1,10,1
"577",577,0,NA,1,27,1,11,481,1,1,1,1,2,2,32,1,577,5,4,1,1,1,1,2,9,1
"578",578,0,NA,1,43,1,15,1477,1,1168,2,1,4,4,30,2,1021,3,4,1,305,3,1,1,14,2
"579",579,1,NA,3,28,4,8,1,1,554,2,1,1,9,34,2,380,12,4,1,1,1,2,2,13,2
"580",580,1,NA,1,41,1,11,1355,1,1,1,2,3,7,39,2,175,1,3,2,607,3,1,1,13,2
"581",581,0,NA,1,42,3,15,139,1,331,2,1,2,9,46,2,441,1,5,1,1,1,1,1,2,1
"582",582,1,NA,1,36,1,1,1,1,1,2,1,2,9,27,1,488,5,1,1,145,3,1,8,5,2
"583",583,0,NA,1,24,1,12,1124,1,558,1,1,1,8,18,2,1163,12,6,1,1,1,1,1,8,2
"584",584,1,NA,3,41,4,19,83,1,1,2,2,2,9,46,2,13,1,1,2,227,3,2,4,2,2
"585",585,0,NA,1,32,1,14,1490,1,1159,2,2,2,7,20,1,1366,12,2,2,1,1,1,1,13,2
"586",586,0,NA,1,39,1,9,941,1,916,2,2,1,8,35,2,1265,1,1,1,1,1,1,1,16,2
"587",587,0,NA,1,36,1,1,1,1,17,2,1,3,6,20,2,1352,5,1,1,1,1,1,4,17,2
"588",588,0,NA,1,13,2,16,936,1,573,2,1,1,2,52,1,999,3,4,1,1,1,2,2,8,1
"589",589,1,NA,1,9,4,1,1,2,1,1,2,2,9,37,1,44,1,1,1,1,1,1,4,2,2
"590",590,1,NA,1,17,6,16,152,2,1,1,1,2,3,62,2,130,1,4,1,1,1,2,2,2,1
"591",591,1,NA,3,21,3,13,937,1,746,2,1,3,6,60,2,409,1,5,1,1,1,1,1,11,2
"592",592,1,NA,1,15,1,8,1295,1,1,1,1,1,7,28,2,405,6,5,1,425,2,1,2,12,2
"593",593,0,NA,1,33,1,12,563,1,611,2,1,2,3,33,2,1173,9,1,1,1,1,1,1,9,1
"594",594,1,NA,1,28,4,18,965,1,510,2,1,1,2,41,1,104,5,5,1,389,2,1,1,11,2
"595",595,1,NA,1,18,1,12,13,1,125,2,1,2,5,31,2,72,5,4,1,534,3,1,6,2,2
"596",596,1,NA,1,16,4,10,565,1,582,2,2,2,2,41,1,274,9,3,2,1,1,2,2,8,2
"597",597,1,NA,2,26,3,12,1195,2,1,1,1,1,8,48,2,926,2,3,1,188,3,1,2,2,2
"598",598,1,NA,1,17,5,13,302,1,442,2,2,2,3,22,1,180,16,3,2,717,3,1,3,8,2
"599",599,1,NA,3,23,3,14,1039,1,896,2,1,2,8,49,2,461,5,1,1,1,1,1,1,2,2
"600",600,1,NA,1,16,3,1,1,1,1,2,1,2,5,28,2,79,5,5,1,1,1,2,4,10,2
"601",601,1,NA,1,16,2,5,305,2,1,1,1,2,3,27,2,598,1,5,1,1,1,1,1,9,2
"602",602,1,NA,1,19,1,12,589,1,1,1,2,2,7,1,2,691,3,1,1,687,3,2,4,2,2
"603",603,1,NA,1,17,2,12,993,1,876,2,1,1,8,44,2,811,15,3,1,832,4,2,2,2,2
"604",604,0,NA,1,31,1,9,1461,1,1,1,2,3,6,39,2,874,1,1,2,1,1,1,3,18,2
"605",605,1,NA,1,28,1,9,838,1,613,2,2,1,8,61,1,1144,1,2,2,1,1,1,3,10,2
"606",606,1,NA,1,28,3,16,427,1,673,2,1,2,2,1,2,761,5,4,1,470,2,1,9,4,2
"607",607,1,NA,1,16,2,11,1284,1,790,2,2,1,2,50,1,963,3,6,2,386,4,1,8,9,2
"608",608,0,NA,2,21,3,15,251,1,261,2,1,2,2,43,2,188,2,4,1,1,1,1,1,5,1
"609",609,1,NA,1,42,1,14,1786,1,1381,1,2,4,7,26,1,1258,3,2,2,12,3,1,3,15,2
"610",610,0,NA,1,33,1,14,1241,1,783,2,2,3,1,8,1,1304,7,2,2,1,1,1,2,9,2
"611",611,0,NA,2,24,2,6,480,2,86,1,2,2,3,53,2,266,5,3,2,1,1,1,1,2,1
"612",612,1,NA,1,29,1,13,463,1,630,2,1,2,2,51,1,1202,6,1,1,249,3,1,4,9,2
"613",613,0,NA,1,32,1,9,391,1,538,2,1,2,3,43,2,868,3,1,1,1,1,1,1,9,1
"614",614,0,NA,1,17,3,16,1646,2,1254,1,2,1,8,22,2,828,1,6,1,1,1,1,1,9,1
"615",615,1,NA,1,12,5,1,1,1,1,2,1,1,9,34,1,940,3,3,1,1,1,1,3,10,2
"616",616,0,NA,1,26,1,8,909,1,1,1,2,1,3,30,2,645,2,1,2,1,1,1,3,12,1
"617",617,0,NA,4,25,4,16,1416,1,1064,2,2,3,7,18,2,573,9,1,2,1,1,1,1,14,2
"618",618,1,NA,1,18,3,16,483,1,1,2,2,2,9,30,1,68,18,3,1,540,4,1,5,10,2
"619",619,1,NA,1,19,1,13,1448,1,1106,2,2,3,1,38,1,1049,3,2,2,1,1,1,4,17,2
"620",620,1,NA,1,40,5,20,596,1,447,2,1,2,2,39,1,1046,1,3,1,499,2,1,9,2,2
"621",621,1,NA,1,36,1,15,458,1,413,2,1,2,7,44,2,1289,5,5,1,1,1,2,3,2,2
"622",622,1,NA,1,21,1,12,1761,1,1357,2,1,3,6,59,2,1074,3,1,1,688,3,2,4,15,2
"623",623,0,NA,1,30,1,10,617,1,388,2,1,4,7,12,2,423,1,4,1,1,1,1,2,15,2
"624",624,1,NA,1,11,4,12,1135,1,787,2,1,3,1,55,2,466,9,5,1,544,4,1,4,9,2
"625",625,1,NA,1,47,1,11,1409,1,1109,2,2,3,6,36,2,526,1,5,2,1,1,1,3,2,2
"626",626,1,NA,1,1,1,7,597,1,360,1,2,2,2,46,1,1071,6,2,2,107,3,1,8,2,2
"627",627,1,NA,1,29,1,12,894,1,639,2,2,2,8,51,1,449,7,3,2,583,2,1,8,9,2
"628",628,1,NA,1,33,1,14,964,1,522,2,1,1,7,44,2,550,1,5,1,1,1,1,1,8,2
"629",629,0,NA,1,29,1,15,819,1,389,2,2,1,7,10,2,419,5,1,2,1,1,1,3,9,2
"630",630,1,NA,1,18,1,13,1069,1,553,2,2,1,2,7,1,447,1,3,1,828,4,2,7,10,2
"631",631,0,NA,1,31,1,1,1,1,1,2,2,2,9,19,1,1356,3,1,2,1,1,1,1,2,1
"632",632,1,NA,1,41,1,11,1712,1,1,1,1,3,1,31,1,1390,5,3,1,1,1,2,1,14,2
"633",633,0,NA,3,22,3,1,1,1,93,2,1,2,5,42,2,77,1,4,1,1,1,1,2,2,1
"634",634,1,NA,1,19,1,9,1261,1,1029,1,1,4,4,14,2,536,1,5,1,171,3,1,1,15,2
"635",635,1,NA,1,38,1,13,1803,1,1397,2,2,4,1,12,1,155,7,3,2,708,3,2,1,13,2
"636",636,1,NA,1,23,1,12,1613,1,1317,2,2,4,1,32,1,1315,5,2,2,97,2,1,3,15,2
"637",637,1,NA,1,29,1,14,1752,1,1,1,2,3,7,24,1,1251,6,2,2,1,1,1,3,17,2
"638",638,1,NA,1,24,3,15,849,1,561,2,1,2,2,28,1,1125,1,3,1,719,2,2,4,2,2
"639",639,1,NA,1,23,1,10,761,1,584,2,2,1,2,24,1,349,3,3,1,1,1,1,1,14,2
"640",640,1,NA,2,24,4,14,1473,1,1129,2,1,1,8,19,1,1332,5,6,1,448,3,1,1,4,2
"641",641,1,NA,1,20,1,12,303,1,147,2,2,2,3,25,2,603,1,1,1,353,3,1,1,2,2
"642",642,1,NA,1,43,2,14,1689,2,1,1,2,1,8,46,2,1007,5,6,2,812,2,1,7,2,2
"643",643,0,NA,1,22,4,18,20,1,1,2,1,2,9,20,2,91,6,5,1,1,1,1,3,2,1
"644",644,0,NA,1,30,1,14,1564,1,1188,2,1,3,7,32,2,114,5,5,1,1,1,1,2,16,2
"645",645,1,NA,1,20,1,8,1545,1,1083,2,2,1,8,41,1,1397,9,2,2,239,2,1,7,10,2
"646",646,1,NA,2,26,3,12,1406,2,1195,1,1,1,8,35,2,1012,2,5,1,822,2,2,1,5,2
"647",647,1,NA,1,35,1,8,1151,1,822,2,2,2,8,9,1,1230,1,2,2,1,1,2,1,2,2
"648",648,1,NA,1,32,1,15,493,1,402,2,2,2,8,39,2,928,2,6,2,522,3,1,4,2,2
"649",649,1,NA,4,26,4,16,1078,1,940,2,2,3,7,12,2,32,1,1,1,567,3,1,6,15,2
"650",650,1,NA,1,37,1,11,1671,1,1,1,1,4,8,19,2,152,1,5,1,1,1,1,5,10,2
"651",651,0,NA,1,24,1,15,1676,1,1386,2,2,1,7,22,1,1343,12,2,2,1,1,1,1,7,2
"652",652,0,NA,1,30,1,16,610,1,669,2,2,2,2,1,2,340,9,3,2,1,1,1,1,5,2
"653",653,1,NA,3,19,4,1,1,2,1,1,2,2,9,43,2,70,8,3,1,506,3,1,2,9,2
"654",654,0,NA,1,16,2,13,1534,1,1153,2,1,1,2,40,2,907,5,1,1,1,1,1,1,9,1
"655",655,0,NA,1,14,2,11,891,1,635,2,2,1,8,25,2,342,13,3,2,126,3,1,3,2,2
"656",656,1,NA,1,32,1,13,1484,1,1088,2,1,1,2,27,1,813,1,5,1,1,1,1,1,17,2
"657",657,1,NA,2,23,3,17,156,1,1,2,2,1,9,28,1,1051,5,2,2,1,1,1,1,11,2
"658",658,0,NA,1,48,1,11,1299,1,1148,2,2,3,7,33,2,1102,2,1,2,1,1,1,3,20,2
"659",659,0,NA,1,21,1,13,347,1,144,2,2,2,3,10,2,1050,3,1,2,1,1,2,1,10,2
"660",660,0,NA,1,37,1,14,1010,1,1,1,2,2,2,29,1,234,9,3,1,1,1,1,1,2,1
"661",661,1,NA,1,32,1,15,330,1,1,2,1,1,9,28,1,902,3,5,1,87,2,1,4,13,2
"662",662,1,NA,1,32,1,14,717,1,365,2,1,2,8,28,2,86,5,5,1,674,4,2,1,8,2
"663",663,1,NA,1,31,1,10,660,1,1,1,1,1,9,30,2,257,19,5,1,23,4,1,6,15,2
"664",664,1,NA,1,34,1,16,1618,1,1151,1,2,3,6,67,2,893,2,6,2,1,1,1,1,9,2
"665",665,1,NA,1,24,1,14,609,1,1,1,1,2,3,17,2,87,9,1,1,1,1,1,2,2,2
"666",666,1,NA,1,14,2,14,642,1,422,2,2,2,3,10,2,252,1,3,2,41,4,1,6,9,2
"667",667,1,NA,1,30,1,11,949,1,657,2,2,4,1,14,1,1119,5,2,2,713,4,2,1,10,2
"668",668,0,NA,1,32,1,16,1338,1,1061,2,1,3,6,36,2,616,3,1,1,1,1,1,1,15,2
"669",669,1,NA,1,38,1,13,590,1,380,2,1,2,2,28,2,82,11,4,1,597,2,1,4,2,2
"670",670,0,NA,1,28,1,12,1755,1,1396,2,1,3,6,16,2,1417,6,4,1,1,1,1,4,15,2
"671",671,1,NA,1,27,1,8,185,1,231,2,2,2,3,8,1,773,9,6,1,1,1,1,1,9,2
"672",672,1,NA,1,34,1,15,145,1,111,2,1,1,5,41,2,1,1,5,1,375,4,1,8,13,2
"673",673,1,NA,1,11,2,9,38,2,1,1,2,2,9,17,2,8,8,1,2,166,4,1,6,2,2
"674",674,0,NA,1,26,1,14,510,1,1,1,1,2,3,24,2,291,5,5,1,1,1,1,1,2,1
"675",675,1,NA,2,20,3,14,424,1,377,2,2,2,3,32,2,331,1,3,2,662,3,1,1,2,2
"676",676,1,NA,1,20,3,9,1277,1,912,2,1,3,1,36,1,1087,1,3,1,1,1,1,3,14,2
"677",677,0,NA,3,25,3,13,1142,2,1,1,1,3,5,63,2,849,9,4,1,1,1,1,2,13,1
"678",678,1,NA,1,16,4,13,1168,1,939,2,2,1,2,18,1,470,1,1,1,250,4,1,6,10,2
"679",679,0,NA,1,38,1,17,1423,1,1215,2,2,3,6,6,2,1148,3,1,2,1,1,1,1,19,2
"680",680,0,NA,2,27,2,17,1747,1,1346,2,2,4,8,12,1,1407,5,2,1,1,1,1,1,15,2
"681",681,1,NA,1,28,4,12,1784,2,1374,1,1,4,1,38,1,1362,1,3,1,5,5,1,4,6,2
"682",682,1,NA,1,29,1,6,1191,1,978,2,2,3,1,13,1,1013,3,6,2,1,1,1,1,15,2
"683",683,1,NA,1,18,3,15,384,1,400,2,1,2,2,41,1,1069,1,3,1,1,1,1,2,8,2
"684",684,0,NA,1,32,2,13,1427,1,1200,2,1,3,6,23,2,712,2,1,1,1,1,1,1,16,2
"685",685,1,NA,1,21,1,10,16,1,1,2,2,2,9,47,2,5,1,1,1,1,1,1,1,2,2
"686",686,0,NA,2,20,2,10,1035,1,699,2,1,2,2,58,2,446,1,4,1,1,1,1,1,8,1
"687",687,0,NA,1,34,1,15,703,1,689,2,2,2,8,57,2,565,5,1,2,1,1,1,1,2,1
"688",688,1,NA,1,32,1,14,659,1,501,2,2,1,3,31,1,375,3,3,2,1,1,1,1,8,2
"689",689,1,NA,1,31,1,1,1,1,119,2,1,2,5,20,2,877,12,4,1,366,3,1,3,2,2
"690",690,1,NA,1,33,1,12,1740,1,1329,1,2,4,1,44,1,1375,3,2,2,1,1,1,2,14,2
"691",691,0,NA,1,40,1,1,1,1,1,2,2,2,9,3,2,986,2,1,1,818,2,2,1,2,2
"692",692,0,NA,1,31,1,1,1,1,1,2,2,1,9,41,1,118,1,3,1,1,1,1,1,8,1
"693",693,0,NA,1,45,1,14,19,1,176,2,1,2,5,35,2,1090,10,4,1,1,1,1,3,12,1
"694",694,1,NA,1,13,3,13,883,1,306,2,2,1,8,5,1,135,9,3,2,163,2,1,6,14,2
"695",695,0,NA,1,36,1,14,1555,1,1240,2,1,3,6,9,2,514,5,5,1,1,1,1,2,16,2
"696",696,1,NA,1,20,1,12,259,1,307,1,1,2,2,52,2,911,12,3,1,1,1,2,2,8,2
"697",697,0,NA,1,28,1,13,1585,1,1207,2,1,4,7,1,2,403,1,4,1,1,1,1,1,17,2
"698",698,1,NA,1,25,4,12,1606,1,1246,2,2,3,1,43,1,1294,1,2,1,183,3,1,5,9,2
"699",699,1,NA,1,33,1,14,473,1,1,1,1,2,2,11,2,491,3,5,1,1,1,1,1,5,2
"700",700,1,NA,1,36,1,15,197,1,181,2,2,2,2,10,2,640,5,1,2,62,4,1,6,2,2
"701",701,1,NA,1,26,1,13,12,1,95,2,1,1,9,21,1,1124,9,6,1,1,1,1,1,8,2
"702",702,0,NA,3,25,3,12,1630,1,1205,2,1,3,7,23,2,1254,6,3,1,1,1,1,1,16,2
"703",703,1,NA,1,33,1,13,1514,1,1185,2,1,3,6,40,2,781,3,4,1,388,4,1,7,21,2
"704",704,0,NA,1,34,1,17,383,1,1,1,1,3,6,12,2,124,1,5,1,1,1,1,1,18,1
"705",705,0,NA,1,36,1,15,366,1,318,2,2,2,2,81,1,310,8,3,1,1,1,1,1,6,1
"706",706,1,NA,1,39,1,14,928,1,894,1,2,4,4,45,2,706,1,1,1,1,1,1,1,2,2
"707",707,1,NA,1,23,2,10,644,1,455,2,2,2,2,21,2,896,15,6,2,778,4,2,4,7,2
"708",708,1,NA,2,27,4,16,431,2,1,1,1,2,3,24,2,270,5,5,1,421,4,1,6,2,2
"709",709,0,NA,1,15,2,7,1439,2,782,1,2,2,2,41,1,410,5,3,1,1,1,1,3,2,1
"710",710,1,NA,1,29,1,10,1570,1,1122,1,2,4,4,38,2,108,6,3,2,1,1,1,1,14,2
"711",711,0,NA,1,46,1,14,186,1,390,1,1,2,3,45,2,840,1,4,1,358,3,1,1,2,1
"712",712,0,NA,1,26,1,9,316,1,1,2,1,2,9,27,2,484,1,4,1,1,1,1,1,2,1
"713",713,1,NA,1,16,1,11,1449,1,1,1,1,1,2,29,1,438,3,5,1,1,1,1,2,5,2
"714",714,1,NA,2,21,2,13,1352,2,1,1,2,1,7,15,2,360,1,3,1,1,1,1,1,9,2
"715",715,0,NA,1,38,1,14,1099,1,755,2,1,1,2,56,2,236,1,5,1,1,1,1,2,4,1
"716",716,0,NA,1,38,1,15,1432,1,1236,2,2,4,4,32,2,1029,2,1,2,1,1,1,1,19,2
"717",717,0,NA,1,22,4,15,1293,1,1024,2,2,1,8,41,1,1082,1,2,1,1,1,1,1,2,1
"718",718,0,NA,1,18,1,11,449,1,333,1,2,2,3,39,2,223,2,3,2,1,1,1,1,2,1
"719",719,0,NA,1,43,1,16,817,1,729,1,2,4,4,20,2,497,10,1,1,1,1,1,1,20,2
"720",720,0,NA,1,30,1,12,926,1,512,2,1,3,8,46,2,490,5,5,1,1,1,1,1,26,2
"721",721,1,NA,1,19,1,6,151,1,1,1,1,2,2,38,2,206,1,5,1,623,2,1,2,2,2
"722",722,0,NA,1,18,3,13,331,1,547,2,2,2,3,50,2,150,1,3,2,1,1,1,1,2,1
"723",723,0,NA,1,37,1,12,1014,1,453,1,2,4,4,29,2,1062,9,1,2,1,1,1,1,17,2
"724",724,0,NA,1,25,1,12,926,1,541,2,2,3,7,39,2,510,5,1,1,1,1,1,1,2,2
